PassengerId,Survived
867,0.7730300775583232
186,0.3348028736195873
23,0.7871749147392534
621,0.12438674951155226
73,0.42676758894004496
162,0.6888578022941939
485,0.6382126241732924
675,0.2338769641556936
708,0.4125194482660386
257,0.9296003724059053
398,0.1752085177635758
737,0.2626220349454967
320,0.9049838706723635
866,0.6681006076441125
686,0.30314076042276744
458,0.6663964062902566
26,0.3175635577524591
42,0.7271385508368149
148,0.5627652453908736
672,0.4626912404806639
482,0.2338769641556936
650,0.6030326879235159
334,0.10559132895735489
425,0.13019225591208045
687,0.05983599754542782
542,0.37623971024035413
530,0.18440617189191164
178,0.8533476244344995
639,0.38332694350147395
41,0.34566202902314963
417,0.6653989783059782
745,0.11345283998462383
604,0.07002442756366659
515,0.1452764170954597
239,0.3722968441251409
707,0.6409582111008243
534,0.8239456425778916
761,0.17158920122559446
387,0.06769469578271864
255,0.40579505421162126
802,0.685534786757682
842,0.40135030825375223
814,0.4054021445628985
433,0.596766058605222
823,0.42089002776712126
676,0.17862331587291372
875,0.7745878557250666
9,0.5364143004016974
858,0.3274207466420062
220,0.27454839399483427
344,0.31969338813943027
809,0.20965502741111053
89,0.9235942494551608
468,0.2841238214299501
363,0.442894812131748
678,0.6533010799995983
638,0.2026487571678129
833,0.18965929980846072
129,0.6030657380744139
4,0.8631438348457428
179,0.27699746330775
445,0.16718139420775505
636,0.7809877385689005
840,0.49610020467560983
52,0.1613640271168608
848,0.12574770956835588
127,0.2225300586286221
67,0.7717685867058268
270,0.9320008158071672
349,0.2128647367142077
871,0.13565382202311937
849,0.3009421812222978
457,0.21556541489882663
252,0.43850600624854713
659,0.3377153745391233
82,0.12276182084072523
440,0.2664886429469526
541,0.8941233678898682
728,0.7656689736367032
459,0.5891826168340037
446,0.7932634757346783
286,0.13544591076822746
385,0.1670334559537755
49,0.09216738616772012
424,0.45336851137904016
333,0.5915578840336116
663,0.363266047236618
290,0.7351085298879294
335,0.7489644503232661
298,0.9719691722192864
641,0.16700506815536925
820,0.08780605492842701
163,0.13558436282122993
599,0.1896561337044897
863,0.8247348277060411
812,0.09086481875382349
616,0.7671175668900516
21,0.24976559154985695
776,0.17860532549548405
166,0.22759138265810677
489,0.11769000987224748
783,0.5487521529767857
496,0.19516893003265084
77,0.1670334559537755
480,0.7748482118492873
759,0.1017556438233276
585,0.19077999481609792
493,0.296529800003817
844,0.12949855513256536
94,0.09216864341017257
472,0.08800490315806625
857,0.8719395630785999
824,0.5537159623415072
391,0.4634162104006366
619,0.8282543945579213
46,0.1671387155324786
374,0.7824580794003271
777,0.2225300586286221
574,0.765679974091632
549,0.07513254395329148
774,0.1896561337044897
850,0.9153140314598531
750,0.18301530359523346
742,0.44471756081755737
647,0.1727938434698912
12,0.758296097301691
874,0.06272666345782417
653,0.1617848344439585
175,0.3490120680273657
830,0.7759385404612296
140,0.7153589529878767
150,0.19007237560993356
540,0.9468646886370891
665,0.12153012802605208
322,0.1309355836326079
483,0.05565172464630111
403,0.5348439945963949
199,0.765679974091632
75,0.13487178735287228
460,0.2225300586286221
770,0.10961831291938005
251,0.16659319745266313
562,0.0813838133868945
380,0.1727091672198902
807,0.4109679311144621
703,0.7054492031379687
187,0.6833126470238903
581,0.739387446898015
258,0.9296328702630929
602,0.1670334559537755
869,0.16813110495055902
34,0.08002012890150727
681,0.7660208104241625
706,0.22041641029754375
61,0.19601635283305474
861,0.04004851943041228
536,0.8877299589776685
762,0.07810931169828936
95,0.0390564498473414
510,0.16610528454518927
19,0.4430615865887281
818,0.2617882866557966
83,0.7657129733061484
324,0.7614083243136608
360,0.7657936537979243
103,0.6662185987418393
194,0.4433943084554126
412,0.22177426975729164
816,0.28256164415828994
299,0.3138483989700874
720,0.10542281736816965
421,0.19016231892057905
443,0.10128948954930989
307,0.9391162309002793
429,0.2225300586286221
753,0.10622344050788295
831,0.6654670171498467
474,0.8531990886104606
528,0.5389288781755995
352,0.3186210511095295
603,0.32655249744685505
450,0.32271033965367935
680,0.9236290741543078
862,0.27477618088246425
640,0.09409084381235783
168,0.267996720522773
606,0.06951696074730378
167,0.951479259770963
476,0.33699117578411314
254,0.08735493176275243
785,0.14001430738888904
51,0.07809368149534923
434,0.18421516174614364
682,0.6871658369291622
192,0.37516693538424306
702,0.48309460494440976
448,0.4936215517023559
185,0.7574529311293792
217,0.563794977331126
59,0.8563677871695098
241,0.6654670171498467
8,0.12086737755230519
479,0.15573271232848424
87,0.13302150568292853
865,0.3286413214239341
390,0.8803970130545458
325,0.018105886600612926
53,0.8410557044032234
78,0.1671387155324786
427,0.7238886050065617
618,0.4915402631558232
670,0.6665463244272233
747,0.13974773742330868
573,0.473025839503188
337,0.5009472423353929
690,0.9768617533473729
601,0.6676451625337972
304,0.8516130788566902
724,0.14476097915360686
402,0.13574252958907376
558,0.7220648872896429
801,0.2454954471509563
677,0.1456142818572659
353,0.17364214159611127
566,0.08067744530115746
346,0.8076497040042229
115,0.7266014969651902
539,0.17158920122559446
656,0.23861057366517108
11,0.690932624878967
308,0.958150672440031
